file,segment,vertex,time,ele,hr,lat,lon
2008-12-11_other.gpx,0,0,2008-12-11T22:12:17+00:00,247.60000610351562,*hr*,44.844427686184645,-91.49586629122496
2008-12-11_other.gpx,0,1,2008-12-11T22:12:21+00:00,246.8000030517578,*hr*,44.84437605366111,-91.4957881718874
2008-12-11_other.gpx,0,2,2008-12-11T22:12:23+00:00,246.8000030517578,*hr*,44.84434688463807,-91.49571097455919
2008-12-11_other.gpx,0,3,2008-12-11T22:12:25+00:00,246.1999969482422,*hr*,44.84431855380535,-91.49562916718423
2008-12-11_other.gpx,0,4,2008-12-11T22:12:27+00:00,247.1999969482422,*hr*,44.84429416246712,-91.49554735980928
2008-12-11_other.gpx,0,5,2008-12-11T22:12:29+00:00,247.1999969482422,*hr*,44.84426457434893,-91.49546664208174
2008-12-11_other.gpx,0,6,2008-12-11T22:12:31+00:00,247.60000610351562,*hr*,44.84423926100135,-91.4953822363168
2008-12-11_other.gpx,0,7,2008-12-11T22:12:33+00:00,247.60000610351562,*hr*,44.84421344473958,-91.49530235677958
2008-12-11_other.gpx,0,8,2008-12-11T22:12:35+00:00,247.1999969482422,*hr*,44.844184862449765,-91.49522256106138
2008-12-11_other.gpx,0,9,2008-12-11T22:12:37+00:00,247.60000610351562,*hr*,44.84415133483708,-91.49514377117157
2008-12-11_other.gpx,0,10,2008-12-11T22:12:39+00:00,247.60000610351562,*hr*,44.84412694349885,-91.4950716868043
2008-12-11_other.gpx,0,11,2008-12-11T22:12:41+00:00,247.1999969482422,*hr*,44.84410246834159,-91.49499423801899
2008-12-11_other.gpx,0,12,2008-12-11T22:12:43+00:00,247.1999969482422,*hr*,44.84407564625144,-91.49491335265338
2008-12-11_other.gpx,0,13,2008-12-11T22:12:45+00:00,247.1999969482422,*hr*,44.84404538758099,-91.49484026245773
2008-12-11_other.gpx,0,14,2008-12-11T22:12:46+00:00,246.8000030517578,*hr*,44.8440329823643,-91.49481687694788
2008-12-11_other.gpx,0,15,2008-12-11T22:12:49+00:00,246.8000030517578,*hr*,44.84404278919101,-91.49487286806107
2008-12-11_other.gpx,0,16,2008-12-11T22:12:51+00:00,246.8000030517578,*hr*,44.844072461128235,-91.49494998157024
2008-12-11_other.gpx,0,17,2008-12-11T22:12:53+00:00,246.8000030517578,*hr*,44.844100289046764,-91.4950349740684
2008-12-11_other.gpx,0,18,2008-12-11T22:12:55+00:00,246.8000030517578,*hr*,44.8441278655082,-91.49511418305337
2008-12-11_other.gpx,0,19,2008-12-11T22:12:57+00:00,246.1999969482422,*hr*,44.844156950712204,-91.49518735706806
2008-12-11_other.gpx,0,20,2008-12-11T22:12:59+00:00,246.1999969482422,*hr*,44.84418477863073,-91.49526547640562
2008-12-11_other.gpx,0,21,2008-12-11T22:13:01+00:00,245.8000030517578,*hr*,44.844210762530565,-91.49534208700061
2008-12-11_other.gpx,0,22,2008-12-11T22:13:03+00:00,245.8000030517578,*hr*,44.84423875808716,-91.49541953578591
2008-12-11_other.gpx,0,23,2008-12-11T22:13:05+00:00,245.8000030517578,*hr*,44.844273291528225,-91.49548809975386
2008-12-11_other.gpx,0,24,2008-12-11T22:13:07+00:00,245.8000030517578,*hr*,44.8442988563329,-91.4955619443208
2008-12-11_other.gpx,0,25,2008-12-11T22:13:09+00:00,246.1999969482422,*hr*,44.844321655109525,-91.49564073421061
2008-12-11_other.gpx,0,26,2008-12-11T22:13:11+00:00,246.8000030517578,*hr*,44.84434688463807,-91.49571675807238
2008-12-11_other.gpx,0,27,2008-12-11T22:13:13+00:00,246.1999969482422,*hr*,44.844373036175966,-91.49578867480159
2008-12-11_other.gpx,0,28,2008-12-11T22:13:15+00:00,246.1999969482422,*hr*,44.84439667314291,-91.4958587475121
2008-12-11_other.gpx,0,29,2008-12-11T22:13:18+00:00,246.1999969482422,*hr*,44.844461381435394,-91.495890179649
2008-12-11_other.gpx,0,30,2008-12-11T22:13:20+00:00,245.1999969482422,*hr*,44.8445147741586,-91.49584894068539
2008-12-11_other.gpx,0,31,2008-12-11T22:13:23+00:00,243.39999389648438,*hr*,44.84458853490651,-91.49577325209975
2008-12-11_other.gpx,0,32,2008-12-11T22:13:25+00:00,243.39999389648438,*hr*,44.84462834894657,-91.49573779664934
2008-12-11_other.gpx,0,33,2008-12-11T22:13:28+00:00,244.39999389648438,*hr*,44.84467159956694,-91.49568725377321
2008-12-11_other.gpx,0,34,2008-12-11T22:13:30+00:00,243.8000030517578,*hr*,44.84468107111752,-91.49567828513682
